Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20200806T102749_20200806T102817_033785_03EA96_8B08,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200806T102749_20200806T102817_033785_03EA96_8B08.zip,S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9.zip,132,36
S1A_IW_SLC__1SDV_20200818T102750_20200818T102817_033960_03F0BB_E62D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200818T102750_20200818T102817_033960_03F0BB_E62D.zip,S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE.zip,89,12
S1A_IW_SLC__1SDV_20200818T102750_20200818T102817_033960_03F0BB_E62D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200818T102750_20200818T102817_033960_03F0BB_E62D.zip,S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9.zip,144,24
S1A_IW_SLC__1SDV_20200818T102750_20200818T102817_033960_03F0BB_E62D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200818T102750_20200818T102817_033960_03F0BB_E62D.zip,S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A.zip,133,36
S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE.zip,S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9.zip,55,12
S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE.zip,S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A.zip,44,24
S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200830T102750_20200830T102818_034135_03F6E8_99FE.zip,S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF.zip,14,36
S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9.zip,S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A.zip,11,12
S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9.zip,S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF.zip,69,24
S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200911T102751_20200911T102819_034310_03FD07_19C9.zip,S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791.zip,152,36
S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A.zip,S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF.zip,58,12
S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A.zip,S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791.zip,141,24
S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200923T102751_20200923T102819_034485_04033C_F96A.zip,S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831.zip,138,36
S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF.zip,S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791.zip,83,12
S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF.zip,S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831.zip,80,24
S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201005T102751_20201005T102819_034660_04095F_9CEF.zip,S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294.zip,33,36
S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791.zip,S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831.zip,3,12
S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791.zip,S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294.zip,50,24
S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201017T102752_20201017T102819_034835_040F83_C791.zip,S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436.zip,76,36
S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831.zip,S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294.zip,47,12
S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831.zip,S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436.zip,73,24
S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201029T102752_20201029T102819_035010_04157B_4831.zip,S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3.zip,29,36
S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294.zip,S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436.zip,26,12
S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294.zip,S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3.zip,18,24
S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201110T102751_20201110T102819_035185_041B94_0294.zip,S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972.zip,14,36
S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436.zip,S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3.zip,44,12
S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436.zip,S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972.zip,40,24
S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201122T102751_20201122T102819_035360_04219E_9436.zip,S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D.zip,109,36
S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3.zip,S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972.zip,4,12
S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3.zip,S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D.zip,65,24
S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201204T102751_20201204T102818_035535_04279E_F4F3.zip,S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E.zip,74,36
S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972.zip,S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D.zip,69,12
S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972.zip,S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E.zip,78,24
S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201216T102750_20201216T102818_035710_042DBA_3972.zip,S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953.zip,68,36
S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D.zip,S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E.zip,9,12
S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D.zip,S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953.zip,1,24
S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20201228T102750_20201228T102817_035885_0433CF_F43D.zip,S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D.zip,107,36
S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E.zip,S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953.zip,10,12
S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E.zip,S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D.zip,116,24
S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210109T102749_20210109T102817_036060_0439E2_9F5E.zip,S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB.zip,97,36
S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953.zip,S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D.zip,106,12
S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953.zip,S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB.zip,87,24
S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210121T102748_20210121T102816_036235_043FFD_1953.zip,S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833.zip,45,36
S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D.zip,S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB.zip,19,12
S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D.zip,S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833.zip,61,24
S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210202T102748_20210202T102816_036410_04460C_D31D.zip,S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551.zip,62,36
S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB.zip,S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833.zip,42,12
S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB.zip,S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551.zip,43,24
S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210214T102748_20210214T102816_036585_044C2C_2AEB.zip,S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26.zip,19,36
S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833.zip,S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551.zip,1,12
S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833.zip,S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26.zip,23,24
S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210226T102748_20210226T102815_036760_045240_A833.zip,S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F.zip,10,36
S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551.zip,S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26.zip,24,12
S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551.zip,S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F.zip,11,24
S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210310T102748_20210310T102815_036935_04585C_0551.zip,S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5.zip,38,36
S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26.zip,S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F.zip,13,12
S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26.zip,S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5.zip,14,24
S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210322T102748_20210322T102816_037110_045E6E_BE26.zip,S1A_IW_SLC__1SDV_20210427T102749_20210427T102817_037635_04709A_5CAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210427T102749_20210427T102817_037635_04709A_5CAF.zip,71,36
S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F.zip,S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5.zip,27,12
S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F.zip,S1A_IW_SLC__1SDV_20210427T102749_20210427T102817_037635_04709A_5CAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210427T102749_20210427T102817_037635_04709A_5CAF.zip,58,24
S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210403T102748_20210403T102816_037285_046474_F87F.zip,S1A_IW_SLC__1SDV_20210509T102750_20210509T102817_037810_04766C_855D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210509T102750_20210509T102817_037810_04766C_855D.zip,32,36
S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210415T102748_20210415T102816_037460_046A82_76B5.zip,S1A_IW_SLC__1SDV_20210427T102749_20210427T102817_037635_04709A_5CAF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210427T102749_20210427T102817_037635_04709A_5CAF.zip,85,12
